,age,job,marital,education,default,balance,housing,loan,day_of_week,month,duration,campaign,pdays,previous,subscribed
7342,48,blue-collar,married,primary,no,219,yes,no,29,may,109,4,-1,0,no
24536,42,technician,single,secondary,no,-15,no,no,17,nov,89,1,145,1,no
20484,51,management,married,tertiary,no,8304,no,no,12,aug,105,2,-1,0,no
36280,58,unemployed,married,secondary,no,3867,yes,no,11,may,159,1,364,2,no
4766,32,blue-collar,married,secondary,no,157,yes,no,20,may,315,1,-1,0,no
20045,46,housemaid,married,primary,no,269,no,no,8,aug,188,5,-1,0,no
26433,37,blue-collar,married,secondary,no,693,no,no,20,nov,59,2,-1,0,no
16240,46,management,married,tertiary,no,99,yes,no,23,jul,569,1,-1,0,no
18758,39,housemaid,married,secondary,no,315,yes,no,31,jul,90,13,-1,0,no
42112,32,student,married,secondary,no,833,yes,no,2,nov,227,5,164,3,no
36641,35,management,married,tertiary,no,641,yes,no,12,may,41,1,-1,0,no
10602,36,blue-collar,single,secondary,no,2962,yes,yes,16,jun,181,2,-1,0,no
43357,58,services,married,secondary,no,307,no,no,25,mar,282,2,-1,0,no
16618,41,admin.,married,secondary,no,2661,yes,no,24,jul,258,1,-1,0,no
39743,25,technician,married,secondary,no,517,no,no,28,may,135,3,-1,0,no
37489,45,admin.,married,secondary,no,358,yes,no,13,may,134,2,-1,0,no
22180,30,management,married,tertiary,no,562,no,no,21,aug,137,4,-1,0,no
42169,33,technician,married,tertiary,no,1699,no,no,6,nov,178,2,94,1,yes
39109,45,unemployed,single,secondary,no,382,yes,yes,18,may,182,1,-1,0,no
41532,32,blue-collar,married,secondary,no,889,yes,no,10,sep,185,1,99,5,yes
1686,25,admin.,single,secondary,no,131,yes,yes,9,may,237,1,-1,0,no
13902,53,retired,married,primary,no,61,no,yes,10,jul,190,1,-1,0,no
7002,49,blue-collar,married,secondary,no,457,yes,yes,28,may,189,2,-1,0,no
29091,32,services,single,secondary,no,6857,no,no,2,feb,216,1,-1,0,no
26583,31,entrepreneur,single,secondary,no,0,yes,no,20,nov,258,1,-1,0,no
28026,26,blue-collar,single,secondary,no,0,yes,no,28,jan,148,2,258,2,no
18762,33,blue-collar,married,secondary,no,249,yes,no,31,jul,61,4,-1,0,no
11598,38,blue-collar,married,secondary,no,1403,no,no,19,jun,146,2,-1,0,no
43290,77,retired,married,primary,no,29340,no,no,15,mar,257,1,91,2,yes
17951,43,services,married,secondary,no,-1,no,no,30,jul,605,2,-1,0,no
28014,57,services,divorced,primary,no,818,no,no,28,jan,208,1,-1,0,no
38609,32,blue-collar,married,primary,no,233,yes,no,15,may,391,2,-1,0,no
15677,34,blue-collar,married,secondary,no,130,no,yes,21,jul,156,1,-1,0,no
20707,52,technician,married,secondary,no,1076,yes,no,13,aug,156,2,-1,0,no
12122,38,admin.,married,secondary,no,3190,yes,no,20,jun,20,2,-1,0,no
33211,35,technician,single,tertiary,no,122,no,no,20,apr,49,5,328,5,no
41183,74,retired,married,primary,no,10253,no,no,20,aug,84,1,-1,0,no
17405,37,blue-collar,single,primary,no,147,no,no,28,jul,192,19,-1,0,no
1753,37,blue-collar,married,secondary,no,934,no,no,9,may,258,2,-1,0,no
14064,55,housemaid,married,secondary,no,5,no,no,11,jul,269,2,-1,0,no
28450,34,self-employed,single,tertiary,no,892,yes,no,29,jan,31,3,-1,0,no
30895,32,self-employed,single,tertiary,no,-359,yes,no,9,feb,122,3,-1,0,no
31208,55,technician,married,secondary,no,0,yes,yes,2,mar,116,1,-1,0,yes
29888,46,blue-collar,married,secondary,no,182,no,no,4,feb,56,1,-1,0,no
13905,58,retired,divorced,primary,no,11,no,yes,10,jul,161,5,-1,0,no
24010,46,technician,married,secondary,no,591,no,no,29,aug,81,2,-1,0,no
31086,28,self-employed,single,tertiary,no,805,no,no,16,feb,331,1,-1,0,yes
12649,37,self-employed,divorced,tertiary,no,60,no,yes,4,jul,426,3,-1,0,no
3571,32,services,single,secondary,no,772,yes,no,15,may,697,3,-1,0,yes
44939,79,retired,divorced,primary,no,336,no,no,6,oct,386,1,184,1,no
24504,46,management,married,tertiary,no,9678,yes,no,17,nov,318,1,-1,0,no
2631,26,blue-collar,married,secondary,no,3108,yes,no,13,may,481,3,-1,0,no
12274,50,admin.,single,secondary,no,1318,no,yes,24,jun,146,3,-1,0,no
35276,34,technician,married,secondary,no,-1490,yes,yes,7,may,219,1,-1,0,no
25286,44,management,married,tertiary,no,13853,yes,no,18,nov,1329,3,-1,0,no
22,32,blue-collar,single,primary,no,23,yes,yes,5,may,160,1,-1,0,no
38040,33,services,married,secondary,no,968,yes,no,14,may,204,5,-1,0,no
32638,34,management,married,tertiary,no,436,yes,no,17,apr,28,1,345,1,no
22107,41,technician,divorced,secondary,no,988,no,no,21,aug,429,2,-1,0,no
3218,48,admin.,divorced,secondary,no,1108,yes,no,15,may,420,1,-1,0,no
14669,49,retired,divorced,secondary,no,-268,yes,no,15,jul,111,5,-1,0,no
39912,28,self-employed,single,tertiary,no,5215,no,no,2,jun,673,1,-1,0,no
19767,45,management,married,tertiary,no,5450,no,no,8,aug,188,2,-1,0,no
13552,57,admin.,married,primary,no,389,no,no,9,jul,108,2,-1,0,no
17316,27,self-employed,married,tertiary,no,0,no,yes,28,jul,133,4,-1,0,no
27655,32,technician,single,tertiary,no,665,yes,no,21,nov,22,5,-1,0,no
23402,39,management,single,tertiary,no,5976,no,no,27,aug,113,2,-1,0,no
11476,56,unemployed,married,secondary,no,216,no,no,19,jun,77,1,-1,0,no
29052,39,technician,single,secondary,no,614,yes,no,2,feb,166,1,258,1,no
513,41,blue-collar,married,primary,no,0,yes,yes,6,may,238,1,-1,0,no
3012,53,services,married,secondary,no,10749,yes,no,14,may,221,1,-1,0,no
14136,58,housemaid,divorced,primary,no,0,no,no,11,jul,965,2,-1,0,no
20869,50,management,married,tertiary,no,400,no,no,13,aug,343,2,-1,0,no
22293,41,management,married,secondary,no,0,no,no,21,aug,280,11,-1,0,no
44935,39,management,married,tertiary,no,2939,no,no,6,oct,608,1,99,3,yes
3029,29,management,single,tertiary,no,1952,yes,no,14,may,354,1,-1,0,no
36760,40,services,single,secondary,no,1547,yes,no,12,may,88,2,173,1,no
43866,27,blue-collar,single,primary,no,268,no,no,4,jun,32,1,-1,0,no
16239,27,services,married,secondary,no,2526,yes,no,23,jul,500,3,-1,0,no
17225,59,admin.,married,secondary,no,373,yes,yes,28,jul,362,7,-1,0,no
4353,35,admin.,married,secondary,no,846,yes,yes,19,may,175,2,-1,0,no
6143,39,management,single,tertiary,no,-50,yes,no,27,may,59,1,-1,0,no
21007,30,technician,single,secondary,no,2782,no,no,14,aug,205,2,-1,0,no
17204,44,technician,divorced,secondary,no,0,yes,no,28,jul,463,2,-1,0,no
19100,51,admin.,married,secondary,no,227,no,no,5,aug,231,1,-1,0,no
24507,52,management,married,tertiary,no,0,yes,no,17,nov,164,2,-1,0,no
34427,33,admin.,single,secondary,no,346,yes,no,5,may,24,7,354,2,no
15537,60,retired,divorced,secondary,no,2047,yes,no,21,jul,241,3,-1,0,no
7176,40,technician,married,secondary,no,1269,yes,no,29,may,656,1,-1,0,no
9797,36,management,divorced,tertiary,no,7821,no,no,9,jun,217,1,-1,0,no
41413,72,management,married,secondary,no,6199,no,no,3,sep,531,1,-1,0,no
6105,35,management,married,tertiary,no,4038,yes,yes,27,may,160,6,-1,0,no
38394,53,management,divorced,tertiary,no,50,yes,no,15,may,669,1,337,3,yes
13610,32,blue-collar,divorced,secondary,no,0,no,no,9,jul,49,1,-1,0,no
43915,71,retired,divorced,primary,no,275,no,no,14,jun,293,1,425,1,yes
31480,35,technician,married,secondary,no,0,no,no,1,apr,295,1,303,1,no
13348,32,services,married,secondary,no,61,yes,no,8,jul,529,5,-1,0,no
21841,58,blue-collar,married,secondary,no,1626,no,no,20,aug,391,4,-1,0,no
15960,40,services,married,secondary,no,1305,no,no,22,jul,255,1,-1,0,no
22597,58,blue-collar,married,primary,no,4354,yes,no,22,aug,98,7,-1,0,no
9714,50,management,married,tertiary,no,0,yes,no,6,jun,243,7,-1,0,no
36048,40,self-employed,married,secondary,no,0,yes,no,11,may,657,1,-1,0,yes
35712,35,blue-collar,married,secondary,no,156,yes,no,8,may,302,1,283,3,no
3346,23,technician,single,secondary,no,76,yes,no,15,may,23,1,-1,0,no
7979,37,blue-collar,married,primary,no,89,yes,no,2,jun,51,4,-1,0,no
42318,56,management,married,primary,no,870,no,no,16,nov,257,1,-1,0,yes
3325,53,admin.,single,secondary,no,1178,yes,no,15,may,295,2,-1,0,no
9767,37,admin.,married,secondary,yes,0,no,no,9,jun,89,1,-1,0,no
8806,28,blue-collar,married,secondary,no,509,yes,yes,4,jun,121,2,-1,0,no
29997,48,management,single,secondary,no,7,no,no,4,feb,191,1,-1,0,no
33143,56,unemployed,divorced,secondary,no,283,yes,yes,20,apr,89,3,341,2,no
27522,33,technician,married,tertiary,no,44,yes,no,21,nov,88,2,-1,0,no
41179,81,retired,married,secondary,no,1,no,no,19,aug,65,5,-1,0,no
23759,30,management,married,tertiary,no,1239,no,no,28,aug,125,5,-1,0,no
3558,60,retired,single,tertiary,no,7440,yes,no,15,may,92,3,-1,0,no
28992,59,retired,married,primary,no,866,no,yes,2,feb,88,1,208,1,no
2576,51,technician,married,secondary,no,12061,yes,no,13,may,332,1,-1,0,no
29108,46,management,married,tertiary,no,587,no,no,2,feb,186,1,-1,0,no
4964,52,blue-collar,married,secondary,no,289,yes,no,21,may,45,13,-1,0,no
400,42,housemaid,married,primary,no,17,yes,no,6,may,124,1,-1,0,no
39108,24,blue-collar,single,secondary,no,-287,yes,no,18,may,504,1,-1,0,no
7516,26,services,divorced,secondary,no,1600,yes,yes,30,may,288,3,-1,0,no
41785,43,management,married,tertiary,no,1188,no,no,13,oct,1573,2,139,2,no
21309,51,technician,married,secondary,no,2242,no,no,18,aug,498,3,-1,0,no
21071,57,retired,married,secondary,no,209,no,no,14,aug,56,4,-1,0,no
4832,36,services,married,secondary,no,5024,no,no,21,may,139,1,-1,0,no
4735,31,blue-collar,married,secondary,no,897,yes,no,20,may,26,2,-1,0,no
21116,42,management,married,tertiary,no,36,no,no,14,aug,366,2,-1,0,no
1525,46,blue-collar,married,primary,no,0,yes,yes,8,may,390,3,-1,0,no
7798,43,management,married,tertiary,no,19,yes,no,30,may,126,2,-1,0,no
22657,31,management,single,tertiary,no,0,no,no,25,aug,191,5,-1,0,no
10354,47,housemaid,single,tertiary,no,456,no,no,12,jun,139,2,-1,0,no
9902,52,retired,married,primary,no,537,no,no,9,jun,85,1,-1,0,no
28079,33,admin.,divorced,secondary,no,1,no,no,28,jan,119,2,-1,0,no
22863,56,services,married,secondary,no,17,no,yes,25,aug,342,5,-1,0,no
12058,41,technician,single,secondary,no,1147,yes,no,20,jun,17,10,-1,0,no
30518,37,blue-collar,married,primary,no,655,yes,no,5,feb,127,2,258,4,no
20356,30,technician,married,tertiary,no,8351,no,no,11,aug,345,3,-1,0,no
39755,55,technician,married,secondary,no,511,yes,no,1,jun,108,1,94,2,no
37936,49,blue-collar,married,secondary,no,1039,yes,no,14,may,156,2,178,1,no
22462,52,services,married,secondary,no,145,no,no,22,aug,205,4,-1,0,no
7217,44,blue-collar,married,secondary,no,6491,yes,no,29,may,244,1,-1,0,no
40824,42,technician,married,secondary,no,994,yes,no,11,aug,149,1,78,5,yes
22126,38,technician,married,secondary,no,1960,yes,no,21,aug,161,2,-1,0,no
37236,40,self-employed,married,primary,no,2077,yes,no,13,may,363,1,173,24,no
14507,52,blue-collar,divorced,secondary,no,0,no,yes,15,jul,231,2,-1,0,no
26871,45,entrepreneur,married,tertiary,no,1752,yes,yes,20,nov,56,2,-1,0,no
42287,24,student,single,secondary,no,382,no,no,13,nov,256,2,92,3,yes
35697,46,management,married,tertiary,no,716,yes,yes,8,may,557,1,172,1,no
32432,41,admin.,single,secondary,no,431,yes,no,16,apr,258,1,-1,0,no
39750,57,retired,married,tertiary,no,0,no,no,28,may,141,3,-1,0,no
17000,30,technician,divorced,tertiary,no,317,yes,no,25,jul,67,5,-1,0,no
14350,47,admin.,single,secondary,no,-331,yes,no,14,jul,227,4,-1,0,no
15142,38,technician,married,secondary,no,37,no,no,17,jul,96,1,-1,0,no
16447,48,management,married,secondary,no,0,yes,no,23,jul,90,2,-1,0,no
42918,58,unemployed,married,secondary,no,1625,no,no,5,feb,286,2,-1,0,yes
15227,40,blue-collar,divorced,secondary,no,393,yes,yes,17,jul,291,2,-1,0,no
26413,39,admin.,single,secondary,no,782,yes,no,20,nov,162,3,-1,0,no
11015,28,blue-collar,married,primary,no,0,yes,yes,17,jun,273,27,-1,0,no
8586,35,technician,divorced,tertiary,no,692,yes,no,3,jun,129,1,-1,0,no
41634,36,technician,married,tertiary,no,1179,yes,no,25,sep,79,1,-1,0,no
25413,48,management,married,secondary,yes,-998,yes,no,18,nov,173,1,-1,0,no
34196,28,unemployed,single,primary,no,236,no,no,4,may,193,1,87,3,yes
33235,30,management,single,tertiary,no,63,yes,no,20,apr,260,1,320,1,no
42448,29,technician,single,tertiary,no,2489,yes,no,7,dec,1002,3,283,2,no
13938,37,blue-collar,married,secondary,no,0,no,yes,10,jul,351,2,-1,0,no
33692,35,management,single,tertiary,no,1750,yes,no,21,apr,333,3,-1,0,yes
8259,28,management,single,tertiary,no,6321,yes,no,2,jun,204,5,-1,0,no
21536,49,management,married,secondary,no,0,no,no,19,aug,141,2,-1,0,no
17994,32,unemployed,married,tertiary,no,7,yes,no,30,jul,29,3,-1,0,no
33708,58,admin.,married,secondary,no,310,yes,yes,21,apr,75,1,-1,0,no
18461,36,technician,divorced,tertiary,no,1023,yes,no,31,jul,189,4,-1,0,no
34545,27,technician,single,secondary,no,740,yes,no,5,may,294,1,-1,0,no
14628,57,retired,married,primary,no,1238,yes,no,15,jul,274,1,-1,0,no
25870,38,technician,single,secondary,no,884,yes,yes,19,nov,295,1,111,2,no
45074,48,admin.,married,secondary,no,50,no,yes,21,oct,419,1,-1,0,yes
16360,43,self-employed,married,secondary,no,1239,yes,yes,23,jul,355,3,-1,0,no
33496,53,blue-collar,married,primary,no,354,no,no,20,apr,416,2,-1,0,no
43252,35,technician,married,secondary,no,294,yes,no,9,mar,301,1,90,4,yes
25075,44,management,married,tertiary,no,3603,yes,no,18,nov,198,1,-1,0,no
25364,36,technician,married,secondary,no,-179,yes,no,18,nov,476,2,124,1,no
24602,49,management,divorced,tertiary,no,1904,no,yes,17,nov,131,2,-1,0,no
11304,60,management,married,secondary,no,358,no,no,18,jun,74,2,-1,0,no
560,52,blue-collar,married,secondary,no,3165,no,no,6,may,26,1,-1,0,no
27368,43,management,single,tertiary,no,146,no,no,21,nov,50,1,113,5,no
15457,47,blue-collar,married,primary,no,-58,yes,no,18,jul,92,2,-1,0,no
6955,29,management,divorced,tertiary,no,415,yes,yes,28,may,449,4,-1,0,no
26289,36,services,married,secondary,no,11462,yes,no,20,nov,993,1,-1,0,yes
4971,37,self-employed,married,tertiary,no,2084,yes,no,21,may,137,2,-1,0,no
39402,59,services,single,secondary,no,0,no,no,22,may,320,1,-1,0,no
11324,44,blue-collar,single,tertiary,no,827,yes,no,18,jun,65,4,-1,0,no
23380,50,services,married,secondary,no,60,no,yes,27,aug,151,8,-1,0,no
9342,30,blue-collar,divorced,primary,no,1,yes,no,6,jun,63,9,-1,0,no
8998,40,management,single,tertiary,no,-222,yes,no,5,jun,221,1,-1,0,no
4465,34,technician,divorced,secondary,no,3997,yes,no,20,may,320,1,-1,0,no
13933,38,management,married,tertiary,no,1722,yes,no,10,jul,500,1,-1,0,yes
28222,34,management,married,tertiary,no,498,yes,no,29,jan,84,1,251,2,no
24497,33,admin.,married,tertiary,no,585,yes,no,17,nov,131,1,-1,0,no
45069,52,technician,married,secondary,no,371,yes,yes,21,oct,453,1,183,3,yes
6392,37,blue-collar,married,secondary,no,0,no,no,27,may,33,6,-1,0,no
45113,26,management,single,tertiary,no,222,no,no,26,oct,318,1,120,3,yes
14063,31,entrepreneur,married,tertiary,no,0,yes,yes,11,jul,151,2,-1,0,no
14172,37,management,divorced,secondary,no,1448,yes,no,11,jul,71,2,-1,0,no
23129,31,management,single,tertiary,no,1,no,no,26,aug,107,5,-1,0,no
20666,37,technician,single,secondary,no,3665,no,no,12,aug,664,3,-1,0,yes
41034,58,retired,married,secondary,no,1227,no,no,14,aug,182,2,37,2,no
11003,59,services,married,primary,no,124,no,no,17,jun,41,2,-1,0,no
28834,36,blue-collar,married,secondary,no,-477,yes,no,30,jan,473,2,-1,0,no
6730,28,blue-collar,married,primary,no,115,yes,no,28,may,78,4,-1,0,no
21315,23,entrepreneur,married,tertiary,no,489,no,yes,18,aug,235,4,-1,0,no
11150,49,technician,single,secondary,no,1202,yes,no,18,jun,122,1,-1,0,no
36314,44,management,married,tertiary,no,254,yes,yes,11,may,145,2,300,3,no
6787,32,admin.,single,secondary,no,294,yes,no,28,may,97,2,-1,0,no
14442,50,technician,married,secondary,no,2406,yes,no,14,jul,197,5,-1,0,no
29196,48,admin.,single,secondary,no,303,yes,yes,2,feb,142,1,189,4,no
14373,35,services,single,secondary,no,417,yes,no,14,jul,201,3,-1,0,no
16690,29,management,married,tertiary,no,1022,yes,no,24,jul,408,1,-1,0,no
12344,45,blue-collar,married,primary,no,71,no,no,26,jun,138,2,-1,0,no
26362,37,entrepreneur,married,tertiary,no,264,yes,yes,20,nov,276,1,157,1,no
15787,41,services,married,secondary,no,171,no,no,21,jul,71,9,-1,0,no
44269,41,admin.,married,secondary,no,14968,no,no,23,jul,1360,4,-1,0,yes
11938,35,unemployed,divorced,primary,no,118,no,no,20,jun,12,4,-1,0,no
24148,59,technician,married,tertiary,no,6573,yes,no,10,nov,4918,1,-1,0,no
27867,32,services,single,secondary,no,951,no,no,28,jan,77,1,-1,0,no
28625,28,services,single,secondary,no,298,no,no,29,jan,914,2,-1,0,no
10247,36,admin.,divorced,secondary,no,0,no,no,11,jun,203,3,-1,0,no
24523,53,entrepreneur,married,tertiary,no,2289,yes,yes,17,nov,183,1,-1,0,no
43112,33,management,single,tertiary,no,101,yes,no,23,feb,393,2,130,1,no
39412,26,student,single,secondary,no,620,no,no,22,may,223,1,94,1,yes
3562,50,blue-collar,married,secondary,no,1604,yes,no,15,may,267,5,-1,0,no
37098,59,blue-collar,divorced,secondary,no,61,yes,no,13,may,61,1,-1,0,no
3214,52,blue-collar,divorced,primary,no,-191,yes,no,15,may,755,1,-1,0,yes
37289,49,admin.,divorced,primary,no,112,yes,no,13,may,79,1,-1,0,no
12939,25,blue-collar,married,primary,no,0,no,no,7,jul,116,1,-1,0,no
14123,32,admin.,married,tertiary,no,0,yes,yes,11,jul,85,2,-1,0,no
5059,29,blue-collar,single,secondary,no,445,yes,no,21,may,139,2,-1,0,no
40316,22,student,single,tertiary,no,1161,no,yes,16,jun,119,1,-1,0,no
40308,28,admin.,single,secondary,no,136,no,no,16,jun,355,1,-1,0,yes
9932,43,services,divorced,secondary,no,5571,no,no,9,jun,149,1,-1,0,no
17464,47,blue-collar,married,secondary,no,912,no,no,28,jul,118,9,-1,0,no
27846,37,technician,married,secondary,no,3720,yes,no,28,jan,561,1,-1,0,no
10782,39,blue-collar,married,secondary,no,123,no,no,17,jun,110,1,-1,0,no
42099,30,technician,single,secondary,no,846,no,no,2,nov,75,2,-1,0,no
38081,30,services,single,secondary,no,326,yes,no,14,may,197,4,-1,0,no
39586,27,unemployed,single,primary,no,223,no,no,26,may,103,1,-1,0,no
42036,52,blue-collar,married,secondary,no,2230,no,no,29,oct,423,3,-1,0,yes
19844,31,technician,married,secondary,no,172,no,no,8,aug,151,2,-1,0,no
28597,29,unemployed,single,secondary,no,12,yes,no,29,jan,298,3,-1,0,no
1100,30,blue-collar,married,primary,no,145,yes,no,7,may,299,2,-1,0,no
6967,38,technician,married,tertiary,no,-1350,yes,yes,28,may,96,4,-1,0,no
8380,30,admin.,single,secondary,no,3809,yes,no,3,jun,159,4,-1,0,no
16683,34,technician,married,secondary,no,945,yes,yes,24,jul,181,1,-1,0,no
25569,35,management,divorced,tertiary,no,771,yes,yes,19,nov,110,1,93,5,no
44167,70,retired,divorced,primary,no,482,no,no,14,jul,413,1,181,3,yes
44844,23,technician,single,secondary,no,283,yes,no,22,sep,175,1,184,2,yes
32890,28,management,married,tertiary,no,258,no,yes,17,apr,93,1,-1,0,no
22770,41,management,married,tertiary,no,51,no,no,25,aug,140,8,-1,0,no
38811,48,blue-collar,married,secondary,no,5089,yes,no,18,may,30,7,-1,0,no
16988,40,blue-collar,married,secondary,no,0,no,no,25,jul,96,2,-1,0,no
36703,48,management,married,secondary,no,410,yes,no,12,may,116,1,-1,0,no
42149,31,management,married,tertiary,no,1812,no,no,4,nov,138,1,84,2,no
5807,33,technician,single,secondary,no,1746,yes,no,26,may,152,2,-1,0,no
25402,55,management,divorced,secondary,no,1526,yes,no,18,nov,105,1,-1,0,no
33585,36,management,married,tertiary,no,0,yes,no,20,apr,142,3,150,3,no
38277,30,blue-collar,single,primary,no,413,yes,no,15,may,148,1,345,4,no
23383,50,blue-collar,married,secondary,no,0,no,no,27,aug,78,3,-1,0,no
33,59,blue-collar,married,secondary,no,0,yes,no,5,may,226,1,-1,0,no
34303,35,management,married,tertiary,no,93,no,no,4,may,198,2,88,1,no
14764,48,services,married,secondary,no,300,no,yes,16,jul,52,8,-1,0,no
26724,33,technician,married,tertiary,no,145,yes,no,20,nov,262,3,-1,0,no
17227,40,technician,married,secondary,no,-496,no,no,28,jul,22,2,-1,0,no
32734,38,management,married,tertiary,no,165,yes,no,17,apr,526,1,260,2,yes
39032,37,management,divorced,tertiary,no,1170,yes,yes,18,may,106,1,-1,0,no
37445,43,services,single,secondary,no,550,yes,no,13,may,107,2,-1,0,no
24928,53,blue-collar,married,primary,no,53,yes,no,18,nov,198,1,-1,0,no
26105,30,technician,single,secondary,no,1416,no,no,19,nov,519,2,-1,0,no
33596,27,admin.,married,primary,no,395,yes,no,20,apr,122,2,-1,0,no
39336,30,admin.,single,secondary,no,2,yes,no,18,may,56,9,-1,0,no
2798,40,blue-collar,married,secondary,no,30,yes,no,14,may,168,3,-1,0,no
21560,32,management,single,tertiary,no,47,no,no,19,aug,133,4,-1,0,no
20801,33,technician,married,secondary,no,763,no,no,13,aug,182,8,-1,0,no
11392,55,blue-collar,married,secondary,no,5874,no,no,19,jun,229,1,-1,0,no
20829,53,technician,married,secondary,no,9146,no,no,13,aug,136,4,-1,0,no
40846,36,management,married,tertiary,no,539,no,no,11,aug,176,1,-1,0,no
9950,56,blue-collar,divorced,primary,no,3021,no,no,9,jun,419,2,-1,0,no
36930,25,admin.,single,secondary,no,53,yes,no,12,may,213,6,-1,0,no
37022,25,blue-collar,single,secondary,no,0,yes,no,13,may,44,9,-1,0,no
25746,48,retired,married,primary,yes,-285,no,yes,19,nov,157,1,-1,0,no
44537,41,admin.,married,secondary,no,2498,no,no,12,aug,411,1,-1,0,yes
6670,30,technician,single,tertiary,no,0,yes,no,28,may,58,1,-1,0,no
37235,37,technician,divorced,secondary,no,2610,yes,no,13,may,53,1,-1,0,no
2064,44,services,divorced,secondary,no,210,no,yes,12,may,111,2,-1,0,no
5553,32,technician,married,secondary,no,1247,yes,no,23,may,154,3,-1,0,no
21288,44,self-employed,married,tertiary,no,8402,yes,no,18,aug,515,5,-1,0,no
42528,44,blue-collar,married,secondary,no,1025,yes,no,21,dec,116,2,202,1,no
38090,36,services,single,secondary,no,568,yes,no,15,may,140,3,364,2,no
18032,59,retired,married,secondary,no,0,yes,no,30,jul,73,4,-1,0,no
3428,41,management,single,tertiary,no,1278,yes,no,15,may,344,2,-1,0,no
3000,41,services,married,primary,no,455,yes,no,14,may,80,1,-1,0,no
7682,36,blue-collar,married,primary,no,287,yes,no,30,may,157,3,-1,0,no
32149,34,management,married,tertiary,no,0,no,no,15,apr,125,2,-1,0,no
21401,40,management,married,tertiary,no,0,no,no,18,aug,261,7,-1,0,no
20566,31,technician,married,tertiary,no,4089,no,no,12,aug,433,3,-1,0,no
30095,58,entrepreneur,married,tertiary,no,0,yes,yes,4,feb,304,2,229,2,no
421,32,management,single,tertiary,no,151,yes,no,6,may,118,1,-1,0,no
4108,26,technician,single,tertiary,no,75,yes,yes,19,may,351,1,-1,0,no
19226,48,technician,married,secondary,no,7020,no,no,6,aug,80,2,-1,0,no
24875,56,management,married,tertiary,no,664,no,yes,18,nov,71,1,-1,0,no
18095,39,services,married,secondary,no,1116,yes,no,30,jul,486,2,-1,0,no
44005,38,management,single,tertiary,no,623,no,no,28,jun,297,4,144,4,yes
25676,40,student,married,secondary,no,260,no,no,19,nov,52,1,152,6,no
24895,35,admin.,married,secondary,no,4463,no,no,18,nov,90,1,-1,0,no
17028,35,technician,single,tertiary,no,470,yes,no,25,jul,743,13,-1,0,yes
8132,34,blue-collar,married,secondary,no,-304,yes,yes,2,jun,178,4,-1,0,no
38335,29,technician,single,secondary,no,213,yes,no,15,may,174,1,361,1,no
18940,46,technician,married,tertiary,no,3009,no,no,4,aug,58,2,-1,0,no
25142,36,entrepreneur,married,secondary,no,215,yes,yes,18,nov,309,1,-1,0,no
28952,33,management,single,tertiary,no,361,yes,no,2,feb,81,1,-1,0,no
15523,34,blue-collar,married,secondary,no,45,yes,yes,18,jul,127,3,-1,0,no
27095,52,technician,married,secondary,no,230,yes,yes,21,nov,89,4,-1,0,no
22990,54,management,married,tertiary,no,0,no,no,26,aug,748,3,-1,0,no
22887,52,management,married,tertiary,no,3163,no,no,25,aug,56,6,-1,0,no
35613,34,blue-collar,single,primary,no,279,yes,no,7,may,208,1,357,1,no
28890,30,admin.,married,secondary,no,373,yes,no,30,jan,353,2,228,4,no
44433,34,management,married,tertiary,no,1778,no,no,5,aug,329,2,181,4,no
16343,54,housemaid,married,primary,no,1319,yes,no,23,jul,70,2,-1,0,no
19325,60,management,divorced,secondary,no,151,no,no,6,aug,160,4,-1,0,no
44514,28,services,single,secondary,no,899,no,no,11,aug,61,1,-1,0,no
25955,55,unemployed,married,secondary,no,4733,yes,no,19,nov,70,1,174,2,no
10575,54,blue-collar,married,secondary,no,853,no,no,16,jun,24,5,-1,0,no
30366,40,blue-collar,married,secondary,no,632,no,no,5,feb,611,2,-1,0,no
6242,57,management,single,tertiary,no,33,yes,no,27,may,132,1,-1,0,no
35237,37,management,married,tertiary,no,900,yes,no,7,may,155,1,357,2,no
16477,27,services,married,secondary,no,0,yes,no,23,jul,198,13,-1,0,no
11692,48,self-employed,divorced,secondary,yes,7,no,no,20,jun,633,2,-1,0,no
38818,32,blue-collar,married,tertiary,no,143,yes,yes,18,may,90,1,-1,0,no
22246,30,management,married,tertiary,no,151,no,no,21,aug,121,1,-1,0,no
24607,31,technician,married,secondary,no,0,yes,no,17,nov,326,2,-1,0,no
9332,51,management,married,tertiary,no,12,no,no,6,jun,90,4,-1,0,no
2668,57,blue-collar,married,primary,no,452,yes,no,13,may,139,4,-1,0,no
11397,55,technician,married,secondary,no,891,no,no,19,jun,268,1,-1,0,no
39506,37,self-employed,married,tertiary,no,2211,yes,no,25,may,143,1,-1,0,no
41620,32,management,divorced,tertiary,no,530,yes,no,24,sep,91,1,114,2,no
1812,27,student,married,tertiary,no,659,yes,no,9,may,111,2,-1,0,no
36468,38,blue-collar,single,primary,no,0,yes,no,11,may,284,4,-1,0,no
31516,36,technician,married,secondary,no,0,no,no,2,apr,748,1,-1,0,no
9418,51,housemaid,married,primary,no,1521,no,no,6,jun,24,1,-1,0,no
28681,34,blue-collar,married,secondary,no,34,no,no,30,jan,379,1,-1,0,no
22346,42,management,married,secondary,no,580,no,no,22,aug,67,2,-1,0,no
11459,54,blue-collar,married,primary,no,211,no,no,19,jun,200,2,-1,0,no
