,standardscaler__age,standardscaler__balance,standardscaler__duration,standardscaler__campaign,standardscaler__pdays,standardscaler__previous,ordinalencoder__education,onehotencoder-1__default_yes,onehotencoder-1__housing_yes,onehotencoder-1__loan_yes,onehotencoder-2__job_admin.,onehotencoder-2__job_blue-collar,onehotencoder-2__job_entrepreneur,onehotencoder-2__job_housemaid,onehotencoder-2__job_management,onehotencoder-2__job_retired,onehotencoder-2__job_self-employed,onehotencoder-2__job_services,onehotencoder-2__job_student,onehotencoder-2__job_technician,onehotencoder-2__job_unemployed,onehotencoder-2__marital_divorced,onehotencoder-2__marital_married,onehotencoder-2__marital_single
1161,-1.1295353592334483,-0.4871551029478024,-0.11058781901562229,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1162,-0.7398177814049164,0.18884877727519472,0.0919770232728018,2.9409263108181127,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1163,-0.8372471758620493,-0.27734773620072095,0.9347914563657092,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1164,0.7216231354520783,-0.6799203550674133,0.1462354631714868,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1165,-0.9346765703191824,-0.2194045464673212,-0.7580718684732636,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1166,-1.5192529370619803,-0.0948077528575923,0.2728384896017519,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1167,0.8190525299092113,-0.11904542699443925,1.2711937837375562,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1168,-0.35010020357638444,0.09379164901974807,0.019632436741221764,1.0203092643160612,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1169,0.8190525299092113,-0.29249628253625026,-0.1467601122814123,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1170,-0.05781202020498551,1.0587540505929676,-0.5374208795519444,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1171,-1.3243941481477142,-0.5447195790228139,-0.09250167238272727,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1172,-0.9346765703191824,-0.011112034353792656,0.31986247084727887,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1173,-1.1295353592334483,-0.4871551029478024,-0.7797752444327376,8.062571768156918,-0.4011920915396754,-0.30462382183138853,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1174,-1.1295353592334483,-0.48109568441359063,-0.23357361611930832,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1175,-0.35010020357638444,-0.38073656494070873,0.06303918866016978,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1176,0.5267643465378123,0.1559006889954184,-0.6206171540632615,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1177,-0.5449589924906504,-0.45875157856868487,-0.9136127295161606,5.18164619840384,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1178,2.865069813509004,-0.0993523167582511,0.05942195933359078,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1179,-0.2526708091192515,-0.4276970585808497,-0.7399857218403685,2.6208234697344372,3.2327840372654593,0.2362056372489376,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1180,0.7216231354520783,-0.3496820449528736,-0.7038134285745785,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1181,-1.0321059647763153,-0.3724048644561676,-0.30953543197746736,-0.26010210001863976,3.2228821949526387,1.858694014489916,2,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1182,-0.6423883869477834,-0.2701521766913445,-0.5048658156127335,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1183,-0.5449589924906504,0.022972194901148376,0.3560347641130689,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1184,1.5010582911091421,0.1426457109518302,-0.8665887482706336,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1185,0.23447616316641343,-0.4871551029478024,-0.8123303083719485,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1186,-0.35010020357638444,-0.0656468011616983,-0.08888444305614827,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1187,-0.9346765703191824,-0.4871551029478024,-0.4614590636937854,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1188,-1.0321059647763153,1.6889335781509884,-0.49401412763299646,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1189,-1.3243941481477142,1.516618863584342,0.1136803992322758,-0.580204941102315,0.5097774012398135,1.858694014489916,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1190,0.8190525299092113,-0.3826301332326499,-0.7218995752074735,0.7002064232323859,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1191,-0.8372471758620493,-0.43640747272377906,-0.3601766425495734,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1192,-0.05781202020498551,0.049103437329936495,-0.18654963487378132,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1193,-0.1552414146621185,-0.38906826542524986,-0.33847326659009935,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1194,0.4293349520806794,0.9243107018651446,1.1228873813478173,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1195,-0.6423883869477834,-0.1826693216036625,-0.02015708585114725,1.980617787567087,-0.4011920915396754,-0.30462382183138853,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1196,-0.2526708091192515,-0.24174865231222697,-0.29868374399773034,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1197,-0.7398177814049164,-0.36975386884744993,-0.32400434928378335,0.3801035821487107,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1198,-1.6166823315191132,-0.45647929661835546,0.25836957229543583,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1200,0.7216231354520783,-0.4871551029478024,0.78648505397597,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1201,-0.2526708091192515,-0.6011479141226607,-0.28783205601799333,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1202,0.4293349520806794,-0.39437025664268516,-0.4903968983064174,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1203,-0.7398177814049164,-0.05239182311811013,0.13538377519174982,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1204,0.23447616316641343,-0.052013109459721894,-0.08888444305614827,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1205,-1.1295353592334483,-0.4792021161216495,-0.5591242555114184,0.3801035821487107,3.282293248829562,1.3178645554095898,2,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1206,-0.44752959803351744,-0.19327330403853304,1.6654717803346675,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,2,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1207,0.4293349520806794,0.600889237601593,-0.8376509136580016,4.221337675152814,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1208,-0.5449589924906504,-0.4871551029478024,-0.4144350824482584,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1209,-0.5449589924906504,-0.2966621327785208,-0.7399857218403685,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1210,-1.908970514890512,-0.42504606297213204,-0.6640239059822095,0.7002064232323859,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1211,-1.2269647536905812,-0.4837466800223083,0.16070438047780283,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1212,-1.1295353592334483,-0.4667045653948378,-0.03824323248404226,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1213,-0.44752959803351744,-0.45610058295996725,-0.1286739656485173,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1214,-0.8372471758620493,-0.13381525967158037,-0.4144350824482584,0.3801035821487107,2.648575340809048,0.2362056372489376,2,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1215,0.4293349520806794,-0.45382830100963784,-0.7472201804935266,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1216,-0.35010020357638444,-0.3822514195742617,-0.6314688420429985,1.0203092643160612,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1217,-0.5449589924906504,-0.5064694995256023,-0.4614590636937854,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1218,0.039617374252147466,-0.4871551029478024,2.1284771341367796,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1219,0.13704676870928045,0.03168260904407775,-0.8159475376985276,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1220,0.4293349520806794,-0.37089000982261466,-0.4144350824482584,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1221,-0.6423883869477834,2.7538763855387014,0.739461072730443,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1222,1.5010582911091421,1.9771346721844343,-0.4614590636937854,-0.580204941102315,1.5494708440859692,0.2362056372489376,2,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1223,-0.44752959803351744,-0.15729550649165086,-0.9389333348022136,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1224,-1.1295353592334483,-0.43034805418956734,-0.34932495456983637,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1225,-1.6166823315191132,-0.4871551029478024,-0.6061482367569455,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1226,1.3061995021948762,0.9031027369954036,-0.7038134285745785,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1227,-0.8372471758620493,-0.21561740988343883,0.7249921554241271,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1228,-0.5449589924906504,-0.4871551029478024,0.757547219363338,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1229,-0.7398177814049164,-0.5295710326872846,-0.46869352234694345,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1230,-0.7398177814049164,-0.3587711727541912,-0.17931517622062332,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1231,-0.7398177814049164,-0.2762115952255562,0.3813553693991219,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1232,-0.1552414146621185,-0.42693963126407325,-0.30591820265088837,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1233,1.1113407132806103,0.15552197533703016,1.0396911068365002,0.3801035821487107,-0.4011920915396754,-0.30462382183138853,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1234,-0.44752959803351744,0.8394788423861803,-0.8340336843314226,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1235,-0.7398177814049164,0.24186868944954742,-0.6712583646353675,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1236,-1.0321059647763153,-0.08647605237305116,0.9167053097328142,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1237,-0.9346765703191824,0.6686789824530868,-0.5301864208987864,-0.26010210001863976,1.361335840142379,0.7770350963292638,1,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1238,-0.6423883869477834,-0.29022400058592085,-0.8665887482706336,1.0203092643160612,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1239,1.598487685566275,-0.607964759973649,1.2965143890236093,-0.580204941102315,1.5494708440859692,0.2362056372489376,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1240,0.039617374252147466,-0.21258770061633298,-0.6314688420429985,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1241,-0.8372471758620493,-0.48564024831424946,-0.29868374399773034,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1242,1.598487685566275,-0.06526808750331008,-0.44337291706089044,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1243,0.6241937409949453,0.8508402521378273,0.20772836172332984,-0.580204941102315,0.5988939820551983,0.7770350963292638,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1244,-0.8372471758620493,-0.42390992199696736,-0.6604066766556305,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1245,0.13704676870928045,-0.10200331236696873,-0.9063782708630026,4.861543357320164,-0.4011920915396754,-0.30462382183138853,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1246,1.695917080023408,2.0737066550734338,-0.9136127295161606,7.102263244905891,-0.4011920915396754,-0.30462382183138853,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1247,-1.0321059647763153,-0.34210777178510887,-0.4216695411014164,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1248,1.3061995021948762,1.2102395139482611,-0.5952965487772085,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1249,0.13704676870928045,0.7296518814535924,-0.32400434928378335,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1250,-0.6423883869477834,-0.31370424740599134,-0.1829324055472023,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1251,-0.05781202020498551,-0.13154297772125095,-0.6314688420429985,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1252,0.7216231354520783,-0.4871551029478024,-0.7870097030858956,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1253,-0.44752959803351744,-0.37126872348100287,-0.5446553382051025,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1254,1.695917080023408,-0.4545857283264143,-0.6025310074303665,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1255,0.13704676870928045,-0.4871551029478024,-0.5265691915722075,0.3801035821487107,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1256,-1.3243941481477142,-0.3739197190897205,-0.8412681429845805,1.3404121053997364,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1257,1.5010582911091421,-0.19819658159758008,-0.2914492853445724,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1259,-0.8372471758620493,-0.39891482054334393,-0.6676411353087885,-0.26010210001863976,0.9256547783782758,1.858694014489916,2,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1261,0.5267643465378123,-0.35043947226965005,-0.6350860713695775,1.3404121053997364,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1262,-0.2526708091192515,0.164989816796736,0.8624468698341291,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1263,-0.8372471758620493,0.07144754317484228,-0.19016686420036033,0.7002064232323859,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1264,0.23447616316641343,1.3855839377820132,-0.1539945709345703,0.06000074106503546,1.4405505786449433,0.7770350963292638,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1265,0.039617374252147466,-0.005431329477969151,-0.17208071756746532,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,2,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1266,-0.8372471758620493,-0.3837662742078146,-0.5952965487772085,0.06000074106503546,-0.4011920915396754,-0.30462382183138853,2,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1267,0.5267643465378123,0.5501416073775697,-0.5229519622456285,0.3801035821487107,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1268,-0.6423883869477834,-0.5526725658489668,-0.6387033006961564,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1269,1.598487685566275,-0.41936535809630854,-0.25889422140536134,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1270,-1.5192529370619803,-0.06867651042880417,1.2531076371046612,-0.580204941102315,-0.4011920915396754,-0.30462382183138853,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1271,-0.9346765703191824,0.385401165978688,-0.01653985652456825,-0.26010210001863976,-0.4011920915396754,-0.30462382183138853,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1272,1.3061995021948762,1.0670857510775087,-0.7001961992479995,1.6605149464834117,-0.4011920915396754,-0.30462382183138853,2,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
